2008-01-16 	30 	65 	Sri Lanka	Buttala	 A civilian bus was bombed, and the fleeing passengers were gunned down and the feeing gunmen also attacked farmers, killing at least 30 people.[11][12] The Sri Lankan government claimed that the gunman belonged to LTTE.	LTTE
2008-11-14	3 	4 	India	 Kanker and Bastar, Chhattisgarh.	 Three policemen were injured in a landmine blast triggered by rebels at Injeram in Konta constituency, close to the Andhra Pradesh border; while several low-intensity explosions ripped through Chhattisgarh's Bastar region as the first phase of assembly elections began in 39 constituencies. There was a low electoral turnout following the murder of Trinath Thakur, the Dantewada block unit chief of the Congress, the previous night. Dantewada District Superintendent of Police Rahul Sharma said: "Rebels slit his throat and he died on the spot due to excessive bleeding." Soon after voting started, gunbattles erupted between policemen and Maoist guerrillas in about 15 places in the Sukma, Kistaram, Konta, Bhairamgarh, Antagarh, Pakhanjoor, Bijarpur, Dantewada and Antagarh constituencies. Despite the presence of 65,000 policemen, including paramilitary forces, Maoist guerrillas managed to block roads leading to polling booths in over 50 places.
2008-11-14	0 	0 	Serbia/Kosovo	 Pristina.	 An explosive charge was thrown at the building housing the office of the European Union's special envoy to Kosovo, Peter Feith. No one was injured in the blast, which shattered the windows of the office of the International Civilian Office. On 20 November, Kosovo police arrested three German citizens suspected of having thrown the explosive charge.
2008-11-16	8 	5 	Eritrea	 Barentu.	 Eritrea blamed the TPLF for a roadside bomb explosion along the road between Barentu and Elala. The explosion occurred at about 8:30 am as citizens passed en route to an engagement party.
2008-11-20	1 	29 	Thailand	 Bangkok.	 A grenade attack on protesters occupying the prime minister's office killed one person and wounded 29. No one took responsibility for the blast, but the protest group, the People's Alliance for Democracy, blamed the government. The prime minister denied the charge.
2008-11-22	0 	0 	Iraq Turk	Iraqi border.	 The PKK claimed responsibility for an explosion at an oil pipeline linking Iraq with southern Turkey. The PKK said the explosion was an act of sabotage, but a spokesman for Iraq's Oil Ministry says the pipeline will be out of action for about a week.
2008-11-22	0 	8 	Thailand	 Bangkok.	 The second grenade attack in three days targeted protesters occupying the Thai prime minister's compound in Bangkok. The blast occurred at 3:00 and injured eight people, one of them seriously. Chamlong Srimuang, one of the key protest leaders, said the grenade was launched from the headquarters of the Bangkok Metropolitan police about 500 feet (150 meters) away.
2008-12-01	0 	5 	Turkey	 Istanbul.	 A bomb blast outside of a building used by the AK Party occurred in the Sutluce district at around 3 pm. Two of the injured were reported to be police.
2008-12-02	2 	0 	India 	Assam.	 Police blame the Karbi Longri N.C. Hills Liberation Front (KLNLF) for taking two migrant workers from their homes in the village of Dolamara and shooting them.
2008-12-18	0 	1 	Zimbabwe		 The leader of Zimbabwe's air force – an ally of president Robert Mugabe – was shot and wounded in an attempt on his life, state media has said.
2008-12-22	1 	3 	NigeriaAwka 	Iborn.	 Gunmen attacked two oil services vessels in separate incidents in Nigeria's restive Niger Delta on Thursday, kidnapping a Russian, a Mexican and seven Nigerians, security sources working in the industry said.
2008-12-30	4 	1 	Bhutan	Singye.	 Members from the Communist Party of Bhutan ambushed and killed four forest rangers and took their weapons in Singye village, 155 miles away from the capital.
